1355962292.54,16,NYSGRID_CORNELL_NYS1,-
1355962292.54,16,UFlorida-SSERCA_FTP,-
1355962292.54,16,UTA_SWT2_FTP,-
1355962292.55,16,MIT_CMS_CE2_FTP,-
1355962292.55,16,Purdue-Steele_FTP,-
1355962292.55,16,SWT2_CPB_FTP,-
1355962292.56,16,FNAL_FERMIGRID_FTP,-
1355962292.56,512,UFlorida-SSERCA_FTP,-
1355962292.56,512,USCMS-FNAL-WC1-CE3_F,-
1355962292.57,512,FNAL_FERMIGRID_FTP,-
1355962292.57,512,Purdue-Steele_FTP,-
1355962292.57,512,UTA_SWT2_FTP,-
1355962292.58,512,AGLT2_CE_2_FTP,-
1355962292.58,512,MIT_CMS_CE2_FTP,-
1355962292.58,512,NYSGRID_CORNELL_NYS1,-
1355962292.59,512,SWT2_CPB_FTP,-
1355962292.59,512,SPRACE_FTP,-
1355962311.0,4096,USCMS-FNAL-WC1-CE3_F,-
1355962311.01,4096,AGLT2_CE_2_FTP,-
1355962311.01,4096,SWT2_CPB_FTP,-
1355962311.01,4096,Purdue-Steele_FTP,-
1355962311.02,4096,UTA_SWT2_FTP,-
1355962311.02,4096,UFlorida-SSERCA_FTP,-
1355962311.02,4096,MIT_CMS_CE2_FTP,-
1355962311.02,4096,SPRACE_FTP,-
1355962311.03,4096,FNAL_FERMIGRID_FTP,-
1355962311.03,4096,NYSGRID_CORNELL_NYS1,-
1355962311.03,1024,UTA_SWT2_FTP,-
1355962311.04,1024,AGLT2_CE_2_FTP,-
1355962311.04,1024,SPRACE_FTP,-
1355962311.04,1024,USCMS-FNAL-WC1-CE3_F,-
1355962311.05,1024,NYSGRID_CORNELL_NYS1,-
1355962311.05,1024,UFlorida-SSERCA_FTP,-
1355962311.05,1024,SWT2_CPB_FTP,-
1355962311.06,1024,FNAL_FERMIGRID_FTP,-
1355962311.06,1024,MIT_CMS_CE2_FTP,-
1355962311.06,1024,Purdue-Steele_FTP,-
1355962311.07,16,AGLT2_CE_2_FTP,-
1355962311.07,16,MIT_CMS_CE2_FTP,-
1355962311.07,16,Purdue-Steele_FTP,-
1355962311.08,16,UFlorida-SSERCA_FTP,-
1355962311.08,16,SPRACE_FTP,-
1355962311.08,16,UTA_SWT2_FTP,-
1355962311.09,16,FNAL_FERMIGRID_FTP,-
1355962311.09,16,USCMS-FNAL-WC1-CE3_F,-
1355962311.09,16,SWT2_CPB_FTP,-
1355962311.1,16,NYSGRID_CORNELL_NYS1,-
1355962311.1,256,FNAL_FERMIGRID_FTP,-
1355962311.1,256,MIT_CMS_CE2_FTP,-
1355962311.1,256,UFlorida-SSERCA_FTP,-
1355962311.11,256,NYSGRID_CORNELL_NYS1,-
1355962311.11,256,Purdue-Steele_FTP,-
1355962311.11,256,AGLT2_CE_2_FTP,-
1355962311.12,256,SPRACE_FTP,-
1355962311.12,256,SWT2_CPB_FTP,-
1355962311.12,256,UTA_SWT2_FTP,-
1355962311.12,256,USCMS-FNAL-WC1-CE3_F,-
1355962311.13,512,MIT_CMS_CE2_FTP,-
1355962311.13,512,NYSGRID_CORNELL_NYS1,-
1355962311.13,512,UTA_SWT2_FTP,-
1355962311.14,512,SWT2_CPB_FTP,-
1355962311.14,512,USCMS-FNAL-WC1-CE3_F,-
1355962311.14,512,Purdue-Steele_FTP,-
1355962311.15,512,SPRACE_FTP,-
1355962311.15,512,FNAL_FERMIGRID_FTP,-
1355962311.15,512,AGLT2_CE_2_FTP,-
1355962311.16,512,UFlorida-SSERCA_FTP,-
1355962311.16,128,AGLT2_CE_2_FTP,-
1355962311.16,128,SWT2_CPB_FTP,-
1355962311.17,128,NYSGRID_CORNELL_NYS1,-
1355962311.17,128,SPRACE_FTP,-
1355962311.17,128,UTA_SWT2_FTP,-
1355962311.18,128,USCMS-FNAL-WC1-CE3_F,-
1355962311.18,128,MIT_CMS_CE2_FTP,-
1355962311.18,128,Purdue-Steele_FTP,-
1355962311.19,128,UFlorida-SSERCA_FTP,-
1355962311.19,128,FNAL_FERMIGRID_FTP,-
1355962311.19,32,MIT_CMS_CE2_FTP,-
1355962311.19,32,Purdue-Steele_FTP,-
1355962311.2,32,USCMS-FNAL-WC1-CE3_F,-
1355962311.2,32,SPRACE_FTP,-
1355962311.2,32,UFlorida-SSERCA_FTP,-
1355962311.21,32,FNAL_FERMIGRID_FTP,-
1355962311.21,32,UTA_SWT2_FTP,-
1355962311.21,32,AGLT2_CE_2_FTP,-
1355962311.22,32,SWT2_CPB_FTP,-
1355962311.22,32,NYSGRID_CORNELL_NYS1,-
1355962311.22,64,AGLT2_CE_2_FTP,-
1355962311.23,64,SWT2_CPB_FTP,-
1355962311.23,64,USCMS-FNAL-WC1-CE3_F,-
1355962311.23,64,UFlorida-SSERCA_FTP,-
1355962311.24,64,MIT_CMS_CE2_FTP,-
1355962311.24,64,Purdue-Steele_FTP,-
1355962311.24,64,NYSGRID_CORNELL_NYS1,-
1355962311.24,64,UTA_SWT2_FTP,-
1355962311.25,64,FNAL_FERMIGRID_FTP,-
1355962311.25,64,SPRACE_FTP,-
1355962311.25,2048,AGLT2_CE_2_FTP,-
1355962311.26,2048,USCMS-FNAL-WC1-CE3_F,-
1355962311.26,2048,Purdue-Steele_FTP,-
1355962311.26,2048,SPRACE_FTP,-
1355962311.27,2048,FNAL_FERMIGRID_FTP,-
1355962311.27,2048,MIT_CMS_CE2_FTP,-
1355962311.27,2048,UTA_SWT2_FTP,-
1355962311.28,2048,NYSGRID_CORNELL_NYS1,-
1355962311.28,2048,UFlorida-SSERCA_FTP,-
1355962311.28,2048,SWT2_CPB_FTP,-
