Filesize    USCMS-FNAL-WC1-CE3_F SPRACE_FTP           AGLT2_CE_2_FTP       MIT_CMS_CE2_FTP      UTA_SWT2_FTP         FNAL_FERMIGRID_FTP   SWT2_CPB_FTP         NYSGRID_CORNELL_NYS1 Purdue-Steele_FTP    UFlorida-SSERCA_FTP  TOTAL 

1024          -                    57.1480288506        438.575423002        35.6724019051        129.44939208         470.990619898        -                    -                    51.6039049625        -                    1183.439771
4096          -                    -                    -                    -                    -                    -                    -                    -                    -                    -                    0.000000
16            -                    19.0176141262        10.7736170292        8.0803129673         7.83101201057        18.5656471252        -                    -                    8.22492003441        -                    72.493123
32            -                    19.0212740898        17.523277998         8.02278995514        12.7055108547        26.2475700378        -                    -                    5.47779202461        -                    88.998215
2048          -                    83.3846311569        404.789407969        497.342821836        702.050096035        926.713243961        -                    -                    160.161881208        -                    2774.442082
64            -                    20.3917031288        49.5667390823        9.45955610275        14.1558530331        37.9605679512        -                    -                    6.42711901665        -                    137.961538
128           -                    24.2058889866        67.5742480755        14.1241729259        21.1035871506        76.4369449615        -                    -                    12.7577290535        -                    216.202571
512           -                    47.9989449978        212.256030798        83.1502490044        60.1193668842        250.989097118        -                    -                    14.9662470818        -                    669.479936
256           -                    30.4063630104        112.352012157        37.9329798222        42.298181057         128.456237078        -                    -                    10.0231819153        -                    361.468955

