timestamp,filesize,resource,duration
1355990541.46,32,USCMS-FNAL-WC1-CE3_F,-
1355990541.93,32,UTA_SWT2_FTP,43.3033320904
1355990585.24,32,SPRACE_FTP,19.3550009727
1355990604.59,32,NYSGRID_CORNELL_NYS1,-
1355990605.0,32,SWT2_CPB_FTP,-
1355990605.4,32,FNAL_FERMIGRID_FTP,5.28456687927
1355990610.69,32,MIT_CMS_CE2_FTP,9.92924118042
1355990620.62,32,UFlorida-SSERCA_FTP,-
1355990621.12,32,AGLT2_CE_2_FTP,5.20220804214
1355990626.32,32,Purdue-Steele_FTP,10.2500920296
1355990636.57,4096,UTA_SWT2_FTP,2404.12275505
1355993040.7,4096,SPRACE_FTP,291.853090048
1355993332.55,4096,SWT2_CPB_FTP,-
1355993332.98,4096,NYSGRID_CORNELL_NYS1,-
1355993333.36,4096,AGLT2_CE_2_FTP,72.671079874
1355993406.03,4096,USCMS-FNAL-WC1-CE3_F,-
1355993406.43,4096,Purdue-Steele_FTP,263.897059917
1355993670.33,4096,UFlorida-SSERCA_FTP,-
1355993670.76,4096,MIT_CMS_CE2_FTP,150.331609011
1355993821.09,4096,FNAL_FERMIGRID_FTP,79.2989239693
1355993900.39,2048,UTA_SWT2_FTP,1241.48498487
1355995141.89,2048,SWT2_CPB_FTP,-
1355995142.39,2048,SPRACE_FTP,85.0924379826
1355995227.48,2048,UFlorida-SSERCA_FTP,-
1355995227.88,2048,FNAL_FERMIGRID_FTP,45.1467499733
1355995273.03,2048,NYSGRID_CORNELL_NYS1,-
1355995273.52,2048,Purdue-Steele_FTP,78.5799181461
1355995352.1,2048,MIT_CMS_CE2_FTP,58.2406709194
1355995410.34,2048,AGLT2_CE_2_FTP,25.5136220455
1355995435.86,2048,USCMS-FNAL-WC1-CE3_F,-
1355995436.32,1024,SWT2_CPB_FTP,-
1355995436.72,1024,USCMS-FNAL-WC1-CE3_F,-
1355995437.13,1024,UFlorida-SSERCA_FTP,-
1355995437.54,1024,FNAL_FERMIGRID_FTP,523.51255393
1355995961.06,1024,AGLT2_CE_2_FTP,17.0726590157
1355995978.13,1024,Purdue-Steele_FTP,45.9739058018
1355996024.1,1024,UTA_SWT2_FTP,312.190909147
1355996336.29,1024,MIT_CMS_CE2_FTP,34.5105109215
1355996370.81,1024,SPRACE_FTP,70.8659889698
1355996441.67,1024,NYSGRID_CORNELL_NYS1,-
1355996442.16,128,SWT2_CPB_FTP,-
1355996442.56,128,AGLT2_CE_2_FTP,63.997150898
1355996506.56,128,UTA_SWT2_FTP,32.8967120647
1355996539.46,128,SPRACE_FTP,21.9122960567
1355996561.37,128,FNAL_FERMIGRID_FTP,6.60381197929
1355996567.97,128,USCMS-FNAL-WC1-CE3_F,-
1355996568.42,128,Purdue-Steele_FTP,22.1412169933
1355996590.56,128,UFlorida-SSERCA_FTP,-
1355996591.01,128,NYSGRID_CORNELL_NYS1,-
1355996591.45,128,MIT_CMS_CE2_FTP,10.1271469593
1355996601.58,512,FNAL_FERMIGRID_FTP,247.037302017
1355996848.61,512,SWT2_CPB_FTP,-
1355996849.06,512,NYSGRID_CORNELL_NYS1,-
1355996849.5,512,USCMS-FNAL-WC1-CE3_F,-
1355996849.94,512,UTA_SWT2_FTP,257.74044013
1355997107.68,512,Purdue-Steele_FTP,28.0819740295
1355997135.77,512,MIT_CMS_CE2_FTP,20.7783279419
1355997156.55,512,UFlorida-SSERCA_FTP,-
1355997157.0,512,AGLT2_CE_2_FTP,10.8817801476
1355997167.88,512,SPRACE_FTP,42.0106110573
1355997209.9,16,UTA_SWT2_FTP,17.0062918663
1355997226.9,16,UFlorida-SSERCA_FTP,-
1355997227.29,16,Purdue-Steele_FTP,3.78170704842
1355997231.07,16,NYSGRID_CORNELL_NYS1,-
1355997231.68,16,SWT2_CPB_FTP,-
1355997232.21,16,USCMS-FNAL-WC1-CE3_F,-
1355997232.92,16,MIT_CMS_CE2_FTP,7.91641497612
1355997240.83,16,FNAL_FERMIGRID_FTP,4.64822006226
1355997245.48,16,SPRACE_FTP,27.5689501762
1355997273.05,16,AGLT2_CE_2_FTP,4.50635004044
1355997277.56,64,NYSGRID_CORNELL_NYS1,-
1355997277.96,64,Purdue-Steele_FTP,42.3422570229
1355997320.31,64,UTA_SWT2_FTP,28.0467700958
1355997348.35,64,FNAL_FERMIGRID_FTP,5.56687307358
1355997353.92,64,SWT2_CPB_FTP,-
1355997354.38,64,MIT_CMS_CE2_FTP,9.04812002182
1355997363.43,64,USCMS-FNAL-WC1-CE3_F,-
1355997363.91,64,SPRACE_FTP,20.0684080124
1355997383.98,64,AGLT2_CE_2_FTP,4.95386099815
1355997388.94,64,UFlorida-SSERCA_FTP,-
1355997389.42,256,NYSGRID_CORNELL_NYS1,-
1355997389.83,256,UFlorida-SSERCA_FTP,-
1355997390.23,256,MIT_CMS_CE2_FTP,134.753785849
1355997524.98,256,UTA_SWT2_FTP,93.5747220516
1355997618.56,256,AGLT2_CE_2_FTP,7.81571698189
1355997626.37,256,FNAL_FERMIGRID_FTP,9.98654294014
1355997636.36,256,SPRACE_FTP,27.8459668159
1355997664.21,256,SWT2_CPB_FTP,-
1355997664.7,256,USCMS-FNAL-WC1-CE3_F,-
1355997665.18,256,Purdue-Steele_FTP,34.4489178658
